20260703T,370.0,370.0,370.0,370.0,0
20260706T,370.0,370.0,370.0,370.0,0
20260707T,370.0,370.0,370.0,370.0,0
20260708T,370.0,370.0,370.0,370.0,0
20260709T,370.0,370.0,370.0,370.0,0
20260710T,370.0,370.0,370.0,370.0,0
20260713T,370.0,370.0,370.0,370.0,0
20260714T,370.0,370.0,370.0,370.0,0
20260715T,360.0,360.0,360.0,360.0,0
20260716T,370.0,370.0,370.0,370.0,0
20260717T,350.0,350.0,350.0,350.0,0
20260720T,370.0,370.0,370.0,370.0,0
20260721T,360.0,360.0,360.0,360.0,0
20260722T,365.0,365.0,365.0,365.0,0
20260723T,360.0,360.0,360.0,360.0,0
20260724T,371.0,371.0,371.0,371.0,0
20260727T,360.0,360.0,360.0,360.0,0
20260728T,360.0,360.0,360.0,360.0,0
20260729T,360.0,360.0,360.0,360.0,0
20260730T,360.0,360.0,360.0,360.0,0
20260731T,360.0,360.0,360.0,360.0,0
20260803T,360.0,360.0,360.0,360.0,0
20260804T,360.0,360.0,360.0,360.0,0
20260805T,375.0,375.0,375.0,375.0,0
20260806T,375.0,375.0,375.0,375.0,0
20260807T,380.0,380.0,380.0,380.0,0
20260810T,383.0,383.0,383.0,383.0,0
20260811T,383.0,383.0,383.0,383.0,0
20260812T,390.0,390.0,390.0,390.0,0
20260813T,390.0,390.0,390.0,390.0,0
20260814T,390.0,390.0,390.0,390.0,0
20260817T,390.0,390.0,390.0,390.0,0
20260818T,390.0,390.0,390.0,390.0,0
20260819T,397.0,397.0,397.0,397.0,0
20260820T,395.0,395.0,395.0,395.0,0
20260821T,438.0,438.0,438.0,438.0,0
20260824T,411.0,411.0,411.0,411.0,0
20260825T,422.0,422.0,422.0,422.0,0
20260826T,422.0,422.0,422.0,422.0,0
20260827T,414.0,414.0,414.0,414.0,0
20260828T,413.0,413.0,413.0,413.0,0
20260829T,413.0,413.0,413.0,413.0,0
20260831T,390.0,390.0,390.0,390.0,0
20260901T,390.0,390.0,390.0,390.0,0
20260902T,390.0,390.0,390.0,390.0,0
20260903T,390.0,390.0,390.0,390.0,0
20260904T,395.0,395.0,395.0,395.0,0
