20260703T,750.0,750.0,750.0,750.0,0
20260706T,752.0,752.0,752.0,752.0,0
20260707T,760.0,760.0,760.0,760.0,0
20260708T,760.0,760.0,760.0,760.0,0
20260709T,751.0,751.0,751.0,751.0,0
20260710T,756.0,756.0,756.0,756.0,0
20260713T,760.0,760.0,760.0,760.0,0
20260714T,760.0,760.0,760.0,760.0,0
20260715T,754.0,754.0,754.0,754.0,0
20260716T,760.0,760.0,760.0,760.0,0
20260717T,760.0,760.0,760.0,760.0,0
20260720T,760.0,760.0,760.0,760.0,0
20260721T,755.0,755.0,755.0,755.0,0
20260722T,755.0,755.0,755.0,755.0,0
20260723T,760.0,760.0,760.0,760.0,0
20260724T,760.0,760.0,760.0,760.0,0
20260727T,760.0,760.0,760.0,760.0,0
20260728T,760.0,760.0,760.0,760.0,0
20260729T,760.0,760.0,760.0,760.0,0
20260730T,760.0,760.0,760.0,760.0,0
20260731T,748.0,748.0,748.0,748.0,0
20260803T,758.0,758.0,758.0,758.0,0
20260804T,770.0,770.0,770.0,770.0,0
20260805T,785.0,785.0,785.0,785.0,0
20260806T,785.0,785.0,785.0,785.0,0
20260807T,785.0,785.0,785.0,785.0,0
20260810T,780.0,780.0,780.0,780.0,0
20260811T,780.0,780.0,780.0,780.0,0
20260812T,780.0,780.0,780.0,780.0,0
20260813T,775.0,775.0,775.0,775.0,0
20260814T,780.0,780.0,780.0,780.0,0
20260817T,785.0,785.0,785.0,785.0,0
20260818T,780.0,780.0,780.0,780.0,0
20260819T,775.0,775.0,775.0,775.0,0
20260820T,800.0,800.0,800.0,800.0,0
20260821T,780.0,780.0,780.0,780.0,0
20260824T,800.0,800.0,800.0,800.0,0
20260825T,800.0,800.0,800.0,800.0,0
20260826T,780.0,780.0,780.0,780.0,0
20260827T,771.0,771.0,771.0,771.0,0
20260828T,771.0,771.0,771.0,771.0,0
