20260703T,360.0,360.0,360.0,360.0,0
20260706T,400.0,400.0,400.0,400.0,0
20260707T,360.0,360.0,360.0,360.0,0
20260708T,360.0,360.0,360.0,360.0,0
20260709T,360.0,360.0,360.0,360.0,0
20260710T,360.0,360.0,360.0,360.0,0
20260713T,360.0,360.0,360.0,360.0,0
20260714T,360.0,360.0,360.0,360.0,0
20260715T,370.0,370.0,370.0,370.0,0
20260716T,360.0,360.0,360.0,360.0,0
20260717T,370.0,370.0,370.0,370.0,0
20260720T,350.0,350.0,350.0,350.0,0
20260721T,370.0,370.0,370.0,370.0,0
20260722T,370.0,370.0,370.0,370.0,0
20260723T,370.0,370.0,370.0,370.0,0
20260724T,370.0,370.0,370.0,370.0,0
20260727T,370.0,370.0,370.0,370.0,0
20260728T,370.0,370.0,370.0,370.0,0
20260729T,370.0,370.0,370.0,370.0,0
20260730T,370.0,370.0,370.0,370.0,0
20260731T,370.0,370.0,370.0,370.0,0
20260803T,370.0,370.0,370.0,370.0,0
20260804T,370.0,370.0,370.0,370.0,0
20260805T,400.0,400.0,400.0,400.0,0
20260806T,400.0,400.0,400.0,400.0,0
20260807T,400.0,400.0,400.0,400.0,0
20260810T,400.0,400.0,400.0,400.0,0
20260811T,400.0,400.0,400.0,400.0,0
20260812T,400.0,400.0,400.0,400.0,0
20260813T,400.0,400.0,400.0,400.0,0
20260814T,400.0,400.0,400.0,400.0,0
20260817T,400.0,400.0,400.0,400.0,0
